Country,HappinessRank,HappinessScore,Economy_GDP_per_Capita,Family,HealthLifeExpectancy,Freedom,TrustGovernment_Corruption,Generosity,Dystopia_Residual,Year
Peru,63,5.796800137,9.456313133,0.831075251,68.10023499,0.824766099,0.893714964,-0.16238822,2.213499546,2020
Serbia,64,5.77820015,9.680980682,0.881475747,68.21020508,0.726495862,0.843509018,-0.073676221,2.029040098,2020
Bolivia,65,5.747499943,8.851115227,0.803108692,63.6004715,0.875873327,0.822606206,-0.09168113,2.425928593,2020
Pakistan,66,5.69329977,8.482727051,0.689062297,58.25313568,0.734833717,0.745705426,0.04489987,2.976876736,2020
Paraguay,67,5.692100048,9.389982224,0.898727894,65.63993835,0.885923445,0.834788501,0.007997713,1.83412528,2020
Dominican Republic,68,5.689199924,9.664880753,0.882085383,65.80748749,0.866202772,0.755999923,-0.131263286,1.844246864,2020
Bosnia and Herzegovina,69,5.674099922,9.455817223,0.829204142,67.80813599,0.651352704,0.933769107,0.098274559,2.16724205,2020
Moldova,70,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,0.913314283,-0.037741039,2.370968342,2020
Tajikistan,71,5.555699825,8.024810791,0.835297108,64.10459137,0.831383407,0.592076063,-0.025088511,2.25650835,2020
Montenegro,72,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,0.783121586,-0.075600356,1.880565882,2020
Russia,73,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,0.864802599,-0.151153743,1.815716743,2020
Kyrgyzstan,74,5.541500092,8.148405075,0.887228489,64.10601044,0.909374893,0.888396084,0.154772058,2.060206652,2020
Belarus,75,5.539899826,9.779945374,0.90674746,66.10433197,0.639163077,0.63571167,-0.164926544,1.8069911,2020
North Cyprus,76,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.62611568,0.000227159,1.23668766,2020
Greece,77,5.514999866,10.13232613,0.814380348,72.40525818,0.541345119,0.859931409,-0.300907373,2.016179085,2020
Hong Kong S.A.R. of China,78,5.510399818,10.9346714,0.845969081,76.77170563,0.779833794,0.420607209,0.134979904,0.673293114,2020
Croatia,79,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,0.916495264,-0.128538325,1.676029205,2020
Libya,80,5.488800049,9.789815903,0.825942934,62.29999924,0.773157001,0.668779135,-0.085054487,1.888563156,2020
Mongolia,81,5.456200123,9.412186623,0.937142491,62.30448532,0.693351328,0.863511205,0.098093867,1.810527563,2020
Malaysia,82,5.384300232,10.26251888,0.816509426,67.10215759,0.894626856,0.839302301,0.114726797,1.319420815,2020
Vietnam,83,5.353499889,8.809545517,0.849987149,67.9527359,0.939592957,0.79642123,-0.094533332,1.685977936,2020
Indonesia,84,5.285600185,9.36975193,0.808379889,62.15584946,0.870614409,0.876296401,0.519586504,1.479573488,2020
Ivory Coast,85,5.233300209,8.225561142,0.658048689,49.50377274,0.727909327,0.790771961,-0.043991156,3.081022501,2020
Benin,86,5.21600008,7.674319744,0.468671143,54.31246567,0.735182583,0.740532577,-0.003537213,3.440809727,2020
Maldives,87,5.197599888,9.518632889,0.91316092,70.59999847,0.853962779,0.824211061,0.038085498,1.098674774,2020
Congo (Brazzaville),88,5.194399834,8.536987305,0.640228093,57.92448044,0.719058514,0.751779079,-0.123674095,2.722619534,2020
Azerbaijan,89,5.164800167,9.687726974,0.819308281,65.50839996,0.786824107,0.55253756,-0.240255281,1.507632971,2020
Macedonia,90,5.159800053,9.510591507,0.820392311,67.50442505,0.738840938,0.897490501,-0.019877451,1.617594957,2020
Ghana,91,5.147999763,8.350645065,0.728601098,57.20398712,0.794796526,0.847964764,0.094170853,2.378437281,2020
Nepal,92,5.137199879,7.925357342,0.785512447,63.77917862,0.797565043,0.738099158,0.154168829,2.014386892,2020
Turkey,93,5.131800175,10.12941933,0.826313555,66.90281677,0.608830452,0.748197377,-0.171046436,1.564816713,2020
China,94,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,0.7539711,-0.18142575,1.336181879,2020
Turkmenistan,95,5.119100094,9.74803257,0.958966196,62.21170807,0.826457024,0.883691847,0.187671542,1.115337372,2020
Bulgaria,96,5.101500034,9.869318962,0.937840343,66.80397797,0.745178163,0.935585141,-0.143908441,1.294961452,2020
Morocco,97,5.094799995,8.940313339,0.592628479,65.89624023,0.772072434,0.815724611,-0.240377247,2.378402472,2020
Cameroon,98,5.084899902,8.118647575,0.700386405,52.7049408,0.763051808,0.851336598,-0.00149645,2.719370842,2020
Venezuela,99,5.053199768,8.977793694,0.890408158,66.50534058,0.62327832,0.837038398,-0.169090509,1.74484086,2020
Algeria,100,5.005099773,9.537964821,0.803385139,65.90517426,0.466610909,0.735485137,-0.121105164,1.840811729,2020
Senegal,101,4.980800152,8.118982315,0.723616004,59.59915161,0.690596163,0.808785141,-0.052335154,2.405123949,2020
Guinea,102,4.949299812,7.750990391,0.637573481,54.46780014,0.706846774,0.761794448,0.076328471,2.740729809,2020
Niger,103,4.909599781,6.842166901,0.617435038,53.50009537,0.759772122,0.722530186,0.013860817,3.017630577,2020
Laos,104,4.888599873,8.79858017,0.737502217,58.70992279,0.907213569,0.634679317,0.11137148,1.621152639,2020
Albania,105,4.882699966,9.417930603,0.671070457,68.70813751,0.781994224,0.896303713,-0.042309489,1.640897036,2020
Cambodia,106,4.848400116,8.249890327,0.773080647,61.52996826,0.959704638,0.822769046,0.051911179,1.663300037,2020
Bangladesh,107,4.832799911,8.287063599,0.687292993,64.50306702,0.90062499,0.661843538,-0.033664726,1.755261898,2020
Gabon,108,4.829299927,9.680537224,0.787886858,59.71533966,0.704829216,0.849150956,-0.222261623,1.735027552,2020
South Africa,109,4.814099789,9.403370857,0.852532268,56.50601196,0.759330094,0.843423843,-0.109777324,1.625117302,2020
Iraq,110,4.784800053,9.661095619,0.747694969,59.90354919,0.633182645,0.82226181,-0.06956476,1.752173662,2020
Lebanon,111,4.771500111,9.3617239,0.824338138,67.10658264,0.551357508,0.90225625,-0.06121527,1.53554225,2020
Burkina Faso,112,4.768700123,7.46854496,0.712943614,53.88945389,0.665563583,0.739795029,-0.019080516,2.588826418,2020
Gambia,113,4.750599861,7.321814537,0.6931687,55.0120163,0.733163178,0.690717816,0.343198717,2.270216465,2020
Mali,114,4.729300022,7.629852295,0.731468976,51.72698212,0.71156615,0.839328408,-0.044366926,2.559335232,2020
Nigeria,115,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.861874342,0.033745807,2.219635487,2020
Armenia,116,4.676799774,9.100476265,0.757479429,66.75065613,0.712017834,0.773544788,-0.13877961,1.468161583,2020
Georgia,117,4.672599792,9.226100922,0.629033029,64.49520874,0.801641524,0.665944695,-0.22892037,1.69239831,2020
Iran,118,4.672399998,9.813719749,0.694689691,66.00614929,0.647873282,0.714635968,0.117891103,1.286969423,2020
Jordan,119,4.633399963,9.025999069,0.80216372,66.79975128,0.75104779,0.700344324,-0.162565202,1.262258053,2020
Mozambique,120,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.683019102,0.032375868,2.221216202,2020
Kenya,121,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.831499159,0.294681519,1.684904575,2020
Namibia,122,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,0.851449788,-0.18530646,1.503033161,2020
Ukraine,123,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,0.920636714,-0.030933706,1.252669334,2020
Liberia,124,4.557899952,7.054380417,0.70928055,56.09631348,0.735268712,0.856375933,0.04227322,2.386757851,2020
Palestinian Territories,125,4.552800179,8.389223099,0.825295925,62.25,0.645791829,0.824199975,-0.162079096,1.693985701,2020
Uganda,126,4.43200016,7.500389576,0.764994621,55.70820236,0.731713951,0.836737812,0.099487431,1.958671093,2020
Chad,127,4.422699928,7.467963696,0.632388055,48.22053909,0.587305248,0.802760839,0.017834719,2.74742651,2020
Tunisia,128,4.392199993,9.314972878,0.688718557,66.89785767,0.593361557,0.867590249,-0.216413811,1.528496742,2020
Mauritania,129,4.374599934,8.233919144,0.790819228,57.01017761,0.551522553,0.746223509,-0.106008142,1.85955739,2020
Sri Lanka,130,4.327000141,9.389969826,0.825374067,67.20006561,0.837633669,0.859001756,0.081129618,0.611288548,2020
Congo (Kinshasa),131,4.31099987,6.694256306,0.672159016,52.90000153,0.700793564,0.809403598,0.083637655,2.437864304,2020
Swaziland,132,4.308100224,9.16267395,0.770290196,51.18823624,0.646822274,0.708263338,-0.19920142,1.686207294,2020
Myanmar,133,4.308000088,8.680481911,0.78440702,58.96171188,0.895075202,0.645124316,0.560663998,0.681462526,2020
Comoros,134,4.288599968,7.833630085,0.625662446,57.34901047,0.547612607,0.780622602,0.090008408,2.17276907,2020
Togo,135,4.187200069,7.357711315,0.551312625,54.71989822,0.649828613,0.757733464,0.002667875,2.409595251,2020
Ethiopia,136,4.186200142,7.509385586,0.743307352,58.63959122,0.740795195,0.753690004,0.043377332,1.628459215,2020
Madagascar,137,4.165599823,7.281685829,0.668195903,59.10542679,0.557574093,0.817485631,-0.011823639,2.136298418,2020
Egypt,138,4.151400089,9.316541672,0.735447824,61.78015137,0.708354175,0.787726879,-0.196878314,1.158818245,2020
Sierra Leone,139,3.926399946,7.26880312,0.636142015,50.86514282,0.715315044,0.861330688,0.088660747,2.046271801,2020
Burundi,140,3.775300026,6.492642403,0.490325719,53.40000153,0.626350224,0.606934547,-0.017551597,2.401507378,2020
Zambia,141,3.759399891,8.224720001,0.698824465,55.29937744,0.806500256,0.801289678,0.078037128,1.134339333,2020
Haiti,142,3.720799923,7.411329269,0.593247831,55.59862518,0.537825167,0.684767246,0.40053457,1.619916916,2020
Lesotho,143,3.652800083,7.960488319,0.780495703,48.00362396,0.738125861,0.857392073,-0.145732045,1.445513964,2020
India,144,3.573299885,8.849823952,0.592200935,60.21518707,0.881444871,0.772042692,0.057551607,0.734130859,2020
Malawi,145,3.538000107,7.062226295,0.544007301,57.59288788,0.803223193,0.731700778,0.021433279,1.552718282,2020
Yemen,146,3.527400017,7.759682655,0.817980587,56.72728348,0.599920273,0.800287724,-0.157735437,1.116472721,2020
Botswana,147,3.478899956,9.711203575,0.779121757,58.92445374,0.821328104,0.777930915,-0.250394493,0.257240534,2020
Tanzania,148,3.476200104,7.967665195,0.688933194,57.49607468,0.82153976,0.619799435,0.109668687,0.718963385,2020
Central African Republic,149,3.475899935,6.625160217,0.319459856,45.20000076,0.640880644,0.891806662,0.082410358,2.860197544,2020
Rwanda,150,3.312299967,7.600104332,0.54083544,61.09884644,0.900589406,0.183541179,0.055483952,0.548444986,2020
Zimbabwe,151,3.299200058,7.865711689,0.763092756,55.61725998,0.711457908,0.81023699,-0.072063953,0.841031075,2020
South Sudan,152,2.816600084,7.425359726,0.553707123,51,0.451313615,0.763417304,0.016518548,1.378751278,2020
Afghanistan,153,2.566900015,7.462860584,0.470366955,52.59000015,0.396573007,0.933686554,-0.0964294,1.507235646,2020
Finland,1,7.842,10.775,0.954,72,0.949,0.186,-0.098,3.253,2021
Denmark,2,7.62,10.933,0.954,72.7,0.946,0.179,0.03,2.868,2021
Switzerland,3,7.571,11.117,0.942,74.4,0.919,0.292,0.025,2.839,2021
Iceland,4,7.554,10.878,0.983,73,0.955,0.673,0.16,2.967,2021
Netherlands,5,7.464,10.932,0.942,72.4,0.913,0.338,0.175,2.798,2021
Norway,6,7.392,11.053,0.954,73.3,0.96,0.27,0.093,2.58,2021
Sweden,7,7.363,10.867,0.934,72.7,0.945,0.237,0.086,2.683,2021
Luxembourg,8,7.324,11.647,0.908,72.6,0.907,0.386,-0.034,2.653,2021
New Zealand,9,7.277,10.643,0.948,73.4,0.929,0.242,0.134,2.612,2021
Austria,10,7.268,10.906,0.934,73.3,0.908,0.481,0.042,2.784,2021
Australia,11,7.183,10.796,0.94,73.9,0.914,0.442,0.159,2.598,2021
Israel,12,7.157,10.575,0.939,73.503,0.8,0.753,0.031,3.083,2021
Germany,13,7.155,10.873,0.903,72.5,0.875,0.46,0.011,2.824,2021
Canada,14,7.103,10.776,0.926,73.8,0.915,0.415,0.089,2.585,2021
Ireland,15,7.085,11.342,0.947,72.4,0.879,0.363,0.077,2.384,2021
Costa Rica,16,7.069,9.88,0.891,71.4,0.934,0.809,-0.126,3.387,2021
United Kingdom,17,7.064,10.707,0.934,72.5,0.859,0.459,0.233,2.596,2021
Czech Republic,18,6.965,10.556,0.947,70.807,0.858,0.868,-0.208,3.124,2021
United States,19,6.951,11.023,0.92,68.2,0.837,0.698,0.098,2.807,2021
Belgium,20,6.834,10.823,0.906,72.199,0.783,0.646,-0.153,2.862,2021
France,21,6.69,10.704,0.942,74,0.822,0.571,-0.147,2.521,2021
Bahrain,22,6.647,10.669,0.862,69.495,0.925,0.722,0.089,2.631,2021
Malta,23,6.602,10.674,0.931,72.2,0.927,0.653,0.133,2.268,2021
Taiwan Province of China,24,6.584,10.871,0.898,69.6,0.784,0.721,-0.07,2.687,2021
United Arab Emirates,25,6.561,11.085,0.844,67.333,0.932,0.589,0.074,2.422,2021
Saudi Arabia,26,6.494,10.743,0.891,66.603,0.877,0.684,-0.149,2.668,2021
Spain,27,6.491,10.571,0.932,74.7,0.761,0.745,-0.081,2.513,2021
Italy,28,6.483,10.623,0.88,73.8,0.693,0.866,-0.084,2.794,2021
Slovenia,29,6.461,10.529,0.948,71.4,0.949,0.806,-0.101,2.388,2021
Guatemala,30,6.435,9.053,0.813,64.958,0.906,0.775,-0.038,3.375,2021
Uruguay,31,6.431,9.966,0.925,69.1,0.896,0.59,-0.092,2.6,2021
Singapore,32,6.377,11.488,0.915,76.953,0.927,0.082,-0.018,1.379,2021
Kosovo,33,6.372,9.318,0.821,63.813,0.869,0.917,0.257,3.182,2021
Slovakia,34,6.331,10.369,0.936,69.201,0.766,0.911,-0.124,2.714,2021
Brazil,35,6.33,9.577,0.882,66.601,0.804,0.756,-0.071,3.015,2021
Mexico,36,6.317,9.859,0.831,68.597,0.862,0.799,-0.147,2.961,2021
Jamaica,37,6.309,9.186,0.877,67.5,0.89,0.884,-0.137,3.135,2021
Lithuania,38,6.255,10.499,0.935,67.906,0.773,0.826,-0.203,2.624,2021
Cyprus,39,6.223,10.576,0.802,73.898,0.763,0.844,-0.015,2.578,2021
Estonia,40,6.189,10.481,0.941,68.8,0.909,0.527,-0.106,2.103,2021
Panama,41,6.18,10.35,0.896,69.652,0.872,0.856,-0.166,2.509,2021
Uzbekistan,42,6.179,8.836,0.918,65.255,0.97,0.515,0.311,2.477,2021
Chile,43,6.172,10.071,0.882,70,0.742,0.83,-0.044,2.682,2021
Poland,44,6.166,10.382,0.898,69.702,0.841,0.735,-0.165,2.438,2021
Kazakhstan,45,6.152,10.155,0.952,65.2,0.853,0.733,-0.069,2.446,2021
Romania,46,6.14,10.284,0.832,67.355,0.845,0.938,-0.219,2.83,2021
Kuwait,47,6.106,10.817,0.843,66.9,0.867,0.736,-0.104,2.368,2021
Serbia,48,6.078,9.787,0.873,68.6,0.778,0.835,0.002,2.682,2021
El Salvador,49,6.061,9.054,0.762,66.402,0.888,0.688,-0.11,3.085,2021
Mauritius,50,6.049,10.008,0.905,66.701,0.867,0.789,-0.054,2.462,2021
Latvia,51,6.032,10.315,0.927,67.1,0.715,0.8,-0.162,2.536,2021
Colombia,52,6.012,9.557,0.847,68.001,0.837,0.841,-0.135,2.794,2021
Hungary,53,5.992,10.358,0.943,68,0.755,0.876,-0.186,2.432,2021
Thailand,54,5.985,9.805,0.888,67.401,0.884,0.895,0.287,2.309,2021
Nicaragua,55,5.972,8.62,0.864,67.657,0.836,0.664,0.02,2.841,2021
Japan,56,5.94,10.611,0.884,75.1,0.796,0.638,-0.258,2.048,2021
Argentina,57,5.929,9.962,0.898,69,0.828,0.834,-0.182,2.461,2021
Portugal,58,5.929,10.421,0.879,72.6,0.892,0.887,-0.244,2.225,2021
Honduras,59,5.919,8.648,0.812,67.3,0.857,0.809,0.081,2.934,2021
Croatia,60,5.882,10.217,0.924,70.799,0.754,0.939,-0.118,2.325,2021
Philippines,61,5.88,9.076,0.83,62,0.917,0.742,-0.097,2.872,2021
South Korea,62,5.845,10.651,0.799,73.9,0.672,0.727,-0.083,2.262,2021
Peru,63,5.84,9.458,0.832,68.25,0.822,0.891,-0.154,2.744,2021
Bosnia and Herzegovina,64,5.813,9.59,0.87,68.098,0.706,0.931,0.113,2.583,2021
Moldova,65,5.766,9.454,0.857,65.699,0.822,0.918,-0.079,2.665,2021
Ecuador,66,5.764,9.313,0.821,68.8,0.842,0.843,-0.124,2.653,2021
Kyrgyzstan,67,5.744,8.538,0.893,64.401,0.935,0.908,0.119,2.648,2021
Greece,68,5.723,10.279,0.823,72.6,0.582,0.823,-0.288,2.561,2021
Bolivia,69,5.716,9.046,0.81,63.901,0.875,0.839,-0.077,2.805,2021
Mongolia,70,5.677,9.4,0.935,62.5,0.708,0.856,0.116,2.492,2021
Paraguay,71,5.653,9.448,0.893,65.9,0.876,0.882,0.028,2.306,2021
Montenegro,72,5.581,9.94,0.858,68.699,0.708,0.812,-0.034,2.254,2021
Dominican Republic,73,5.545,9.802,0.853,66.102,0.86,0.714,-0.133,2.178,2021
North Cyprus,74,5.536,10.576,0.82,73.898,0.795,0.626,0.012,1.653,2021
Belarus,75,5.534,9.853,0.91,66.253,0.65,0.627,-0.18,2.247,2021
Russia,76,5.477,10.189,0.903,64.703,0.718,0.845,-0.111,2.148,2021
Hong Kong S.A.R. of China,77,5.477,11,0.836,76.82,0.717,0.403,0.067,1.236,2021
Tajikistan,78,5.466,8.091,0.86,64.281,0.832,0.553,-0.056,2.619,2021
Vietnam,79,5.411,8.973,0.85,68.034,0.94,0.796,-0.098,2.211,2021
Libya,80,5.41,9.622,0.827,62.3,0.771,0.667,-0.087,2.331,2021
Malaysia,81,5.384,10.238,0.817,67.102,0.895,0.839,0.125,1.784,2021
Indonesia,82,5.345,9.365,0.811,62.236,0.873,0.867,0.542,1.987,2021
Congo (Brazzaville),83,5.342,8.117,0.636,58.221,0.695,0.745,-0.068,3.476,2021
China,84,5.339,9.673,0.811,69.593,0.904,0.755,-0.146,1.982,2021
Ivory Coast,85,5.306,8.551,0.644,50.114,0.741,0.794,-0.016,3.469,2021
Armenia,86,5.283,9.487,0.799,67.055,0.825,0.629,-0.168,2.127,2021
Nepal,87,5.269,8.12,0.774,64.233,0.782,0.727,0.152,2.642,2021
Bulgaria,88,5.266,10.016,0.931,67,0.788,0.932,-0.096,1.823,2021
Maldives,89,5.198,9.826,0.913,70.6,0.854,0.825,0.024,1.52,2021
Azerbaijan,90,5.171,9.569,0.836,65.656,0.814,0.506,-0.223,1.919,2021
Cameroon,91,5.142,8.189,0.71,53.515,0.731,0.848,0.026,3.195,2021
Senegal,92,5.132,8.118,0.71,59.802,0.695,0.801,-0.046,3.071,2021
Albania,93,5.117,9.52,0.697,68.999,0.785,0.901,-0.03,2.25,2021
North Macedonia,94,5.101,9.693,0.805,65.474,0.751,0.905,0.038,2.042,2021
Ghana,95,5.088,8.58,0.727,57.586,0.807,0.848,0.123,2.684,2021
Niger,96,5.074,7.098,0.641,53.78,0.806,0.693,0.018,3.47,2021
Turkmenistan,97,5.066,9.629,0.983,62.409,0.877,0.888,0.273,1.409,2021
Gambia,98,5.051,7.686,0.69,55.16,0.697,0.746,0.424,2.99,2021
Benin,99,5.045,8.087,0.489,54.713,0.757,0.661,-0.034,3.482,2021
Laos,100,5.03,8.947,0.728,58.968,0.91,0.658,0.123,2.204,2021
Bangladesh,101,5.025,8.454,0.693,64.8,0.877,0.682,-0.041,2.427,2021
Guinea,102,4.984,7.838,0.639,55.008,0.697,0.766,0.095,3.216,2021
South Africa,103,4.956,9.403,0.86,56.904,0.749,0.86,-0.067,2.187,2021
Turkey,104,4.948,10.24,0.822,67.199,0.576,0.776,-0.139,1.852,2021
Pakistan,105,4.934,8.458,0.651,58.709,0.726,0.787,0.098,2.784,2021
Morocco,106,4.918,8.903,0.56,66.208,0.774,0.801,-0.236,2.749,2021
Venezuela,107,4.892,9.073,0.861,66.7,0.615,0.827,-0.169,2.135,2021
Georgia,108,4.891,9.585,0.671,64.3,0.783,0.655,-0.238,2.191,2021
Algeria,109,4.887,9.342,0.802,66.005,0.48,0.752,-0.067,2.242,2021
Ukraine,110,4.875,9.436,0.888,64.902,0.724,0.924,-0.011,1.813,2021
Iraq,111,4.854,9.24,0.746,60.583,0.63,0.875,-0.053,2.429,2021
Gabon,112,4.852,9.603,0.776,59.962,0.731,0.84,-0.2,2.201,2021
Burkina Faso,113,4.834,7.678,0.672,54.151,0.695,0.748,-0.009,3.133,2021
Cambodia,114,4.83,8.36,0.765,62,0.959,0.843,0.034,2.148,2021
Mozambique,115,4.794,7.158,0.744,54.706,0.882,0.684,0.061,2.783,2021
Nigeria,116,4.759,8.533,0.74,50.102,0.737,0.878,0.037,2.736,2021
Mali,117,4.723,7.744,0.724,51.969,0.697,0.827,-0.036,3.016,2021
Iran,118,4.721,9.584,0.71,66.3,0.608,0.714,0.218,1.823,2021
Uganda,119,4.636,7.677,0.781,56.101,0.709,0.855,0.122,2.596,2021
Liberia,120,4.625,7.288,0.72,56.498,0.735,0.85,0.05,2.857,2021
Kenya,121,4.607,8.361,0.688,60.704,0.779,0.825,0.287,2.18,2021
Tunisia,122,4.596,9.266,0.691,67.201,0.656,0.87,-0.201,2.138,2021
Lebanon,123,4.584,9.626,0.848,67.355,0.525,0.898,-0.073,1.736,2021
Namibia,124,4.574,9.161,0.818,56.799,0.719,0.847,-0.149,2.068,2021
Palestinian Territories,125,4.517,8.485,0.826,62.25,0.653,0.821,-0.163,2.131,2021
Myanmar,126,4.426,8.541,0.779,59.302,0.876,0.66,0.509,1.407,2021
Jordan,127,4.395,9.182,0.767,67,0.755,0.705,-0.167,1.553,2021
Chad,128,4.355,7.364,0.619,48.478,0.579,0.807,0.041,3.209,2021
Sri Lanka,129,4.325,9.47,0.827,67.299,0.841,0.863,0.079,1.075,2021
Swaziland,130,4.308,9.065,0.77,50.833,0.647,0.708,-0.185,2.155,2021
Comoros,131,4.289,8.031,0.626,57.349,0.548,0.781,0.082,2.61,2021
Egypt,132,4.283,9.367,0.75,61.998,0.749,0.795,-0.182,1.648,2021
Ethiopia,133,4.275,7.694,0.764,59,0.752,0.761,0.082,2.089,2021
Mauritania,134,4.227,8.542,0.795,57.161,0.561,0.731,-0.106,2.069,2021
Madagascar,135,4.208,7.396,0.686,59.305,0.552,0.803,-0.005,2.62,2021
Togo,136,4.107,7.362,0.569,54.914,0.619,0.772,0.032,2.806,2021
Zambia,137,4.073,8.145,0.708,55.809,0.782,0.823,0.061,1.975,2021
Sierra Leone,138,3.849,7.434,0.63,51.651,0.717,0.866,0.084,2.396,2021
India,139,3.819,8.755,0.603,60.633,0.893,0.774,0.089,1.405,2021
Burundi,140,3.775,6.635,0.49,53.4,0.626,0.607,-0.024,2.876,2021
Yemen,141,3.658,7.578,0.832,57.122,0.602,0.8,-0.147,1.776,2021
Tanzania,142,3.623,7.876,0.702,57.999,0.833,0.577,0.183,1.263,2021
Haiti,143,3.615,7.477,0.54,55.7,0.593,0.721,0.422,2.06,2021
Malawi,144,3.6,6.958,0.537,57.948,0.78,0.729,0.038,2.19,2021
Lesotho,145,3.512,7.926,0.787,48.7,0.715,0.915,-0.131,1.8,2021
Botswana,146,3.467,9.782,0.784,59.269,0.824,0.801,-0.246,0.648,2021
Rwanda,147,3.415,7.676,0.552,61.4,0.897,0.167,0.061,1.095,2021
Zimbabwe,148,3.145,7.943,0.75,56.201,0.677,0.821,-0.047,1.205,2021
Afghanistan,149,2.523,7.695,0.463,52.493,0.382,0.924,-0.102,1.895,2021
Finland,1,7.821,1.892,1.258,0.775,0.736,0.534,0.109,2.518,2022
Denmark,2,7.636,1.953,1.243,0.777,0.719,0.532,0.188,2.226,2022
Iceland,3,7.557,1.936,1.32,0.803,0.718,0.191,0.27,2.32,2022
Switzerland,4,7.512,2.026,1.226,0.822,0.677,0.461,0.147,2.153,2022
Netherlands,5,7.415,1.945,1.206,0.787,0.651,0.419,0.271,2.137,2022
Luxembourg*,6,7.404,2.209,1.155,0.79,0.7,0.388,0.12,2.042,2022
Sweden,7,7.384,1.92,1.204,0.803,0.724,0.512,0.218,2.003,2022
Norway,8,7.365,1.997,1.239,0.786,0.728,0.474,0.217,1.925,2022
Israel,9,7.364,1.826,1.221,0.818,0.568,0.143,0.155,2.634,2022
New Zealand,10,7.2,1.852,1.235,0.752,0.68,0.483,0.245,1.954,2022
Austria,11,7.163,1.931,1.165,0.774,0.623,0.329,0.193,2.148,2022
Australia,12,7.162,1.9,1.203,0.772,0.676,0.341,0.258,2.011,2022
Ireland,13,7.041,2.129,1.166,0.779,0.627,0.408,0.19,1.743,2022
Germany,14,7.034,1.924,1.088,0.776,0.585,0.358,0.163,2.142,2022
Canada,15,7.025,1.886,1.188,0.783,0.659,0.368,0.217,1.924,2022
United States,16,6.977,1.982,1.182,0.628,0.574,0.177,0.22,2.214,2022
United Kingdom,17,6.943,1.867,1.143,0.75,0.597,0.329,0.289,1.967,2022
Czechia,18,6.92,1.815,1.26,0.715,0.66,0.048,0.158,2.263,2022
Belgium,19,6.805,1.907,1.106,0.764,0.492,0.204,0.049,2.283,2022
France,20,6.687,1.863,1.219,0.808,0.567,0.266,0.07,1.895,2022
Bahrain,21,6.647,1.854,1.029,0.625,0.693,0.155,0.199,2.092,2022
Slovenia,22,6.63,1.81,1.249,0.769,0.685,0.115,0.118,1.885,2022
Costa Rica,23,6.582,1.584,1.054,0.744,0.661,0.102,0.089,2.346,2022
United Arab Emirates,24,6.576,1.998,0.98,0.633,0.702,0.25,0.204,1.809,2022
Saudi Arabia,25,6.523,1.87,1.092,0.577,0.651,0.18,0.078,2.075,2022
Taiwan Province of China,26,6.512,1.897,1.095,0.733,0.542,0.168,0.075,2.002,2022
Singapore,27,6.48,2.149,1.127,0.851,0.672,0.587,0.163,0.932,2022
Romania,28,6.477,1.719,1.006,0.655,0.605,0.006,0.039,2.446,2022
Spain,29,6.476,1.808,1.211,0.808,0.505,0.149,0.101,1.893,2022
Uruguay,30,6.474,1.615,1.18,0.672,0.665,0.265,0.103,1.974,2022
Italy,31,6.467,1.834,1.052,0.801,0.412,0.059,0.085,2.222,2022
Kosovo,32,6.455,1.362,0.949,0.569,0.599,0.035,0.309,2.631,2022
Malta,33,6.447,1.838,1.169,0.789,0.679,0.166,0.174,1.631,2022
Lithuania,34,6.446,1.804,1.204,0.659,0.496,0.077,0.053,2.153,2022
Slovakia,35,6.391,1.736,1.232,0.707,0.479,0.025,0.118,2.094,2022
Estonia,36,6.341,1.793,1.232,0.728,0.689,0.333,0.123,1.442,2022
Panama,37,6.309,1.715,1.107,0.709,0.592,0.051,0.049,2.086,2022
Brazil,38,6.293,1.462,1.044,0.615,0.546,0.134,0.131,2.361,2022
Guatemala*,39,6.262,1.274,0.831,0.522,0.662,0.115,0.112,2.746,2022
Kazakhstan,40,6.234,1.668,1.22,0.611,0.584,0.157,0.134,1.86,2022
Cyprus,41,6.221,1.815,0.909,0.819,0.448,0.062,0.123,2.044,2022
Latvia,42,6.18,1.732,1.221,0.637,0.502,0.09,0.075,1.923,2022
Serbia,43,6.178,1.55,1.086,0.658,0.546,0.088,0.219,2.031,2022
Chile,44,6.172,1.651,1.08,0.748,0.46,0.069,0.124,2.04,2022
Nicaragua,45,6.165,1.105,1.029,0.617,0.617,0.212,0.168,2.418,2022
Mexico,46,6.128,1.552,0.886,0.623,0.621,0.115,0.092,2.239,2022
Croatia,47,6.125,1.705,1.183,0.709,0.535,0,0.109,1.884,2022
Poland,48,6.123,1.758,1.174,0.712,0.523,0.14,0.124,1.693,2022
El Salvador,49,6.12,1.265,0.768,0.607,0.666,0.212,0.089,2.514,2022
